Country;Lat;Long;Population
US;37.1435975;-78.05065922;15232
US;38.24530219;-78.015604;37051
US;38.61807452;-78.48797204;23902
US;36.6801638;-80.2865648;17608
US;36.81980341;-79.39731264;60354
US;37.55016038;-77.91267882;29652
US;37.22554789;-78.43597949;22802
US;37.18497668;-77.22922187;38353
US;38.70916224;-77.48713689;470335
US;37.06474963;-80.71229738;34027
US;38.68295619;-78.15826963;7370
US;37.937575;-76.72920628;9023
US;37.26865804;-80.06396753;94186
US;37.81204314;-79.44605905;22573
US;38.51006137;-78.87260325;81948
US;36.9302832;-82.10095486;26586
US;36.71466456;-82.60171704;21566
US;38.85905135;-78.56813762;43616
US;36.84455636;-81.53344948;30104
US;36.72231125;-77.10642712;17631
US;38.18574462;-77.655399;136215
US;38.41758738;-77.45917053;152882
US;37.11781893;-76.88450012;6422
US;36.92432914;-77.25791182;11159
US;37.12191123;-81.56685568;40595
US;38.90847745;-78.20280433;40164
US;36.72341572;-81.95666289;53740
US;38.11021557;-76.80213247;18015
US;36.9746148;-82.62410519;37383
US;36.91582035;-81.07834059;28684
US;37.24374789;-76.54412815;68280
US;38.814003;-77.08183073;159428
US;36.6163024;-82.16359122;16762
US;37.73484642;-79.35296097;6478
US;38.03527919;-78.48569588;47266
US;36.67670048;-76.30545744;244835
US;37.26420587;-77.39609676;17370
US;37.7824656;-79.98631446;5538
US;36.58022376;-79.40395668;40044
US;36.69455571;-77.53406129;5346
US;38.85157547;-77.2977964;24019
US;38.88485255;-77.17560759;14617
US;36.6831435;-76.93859681;7967
US;38.2977863;-77.4922454;29036
US;36.66601852;-80.91703124;6347
US;37.03513786;-76.35879121;134510
US;38.43542574;-78.87536254;53016
US;37.29186313;-77.29754684;22529
US;37.78258621;-79.44262866;7446
US;37.40021399;-79.19888138;82168
US;38.7464321;-77.48509905;41085
US;38.77058531;-77.44399307;17478
US;36.68212094;-79.86352771;12554
US;37.08166899;-76.51754109;179225
US;36.89934014;-76.26420872;242742
US;36.93357076;-82.62750411;3981
US;37.20530399;-77.39368102;31346
US;37.14259351;-76.35798148;12271
US;36.85914825;-76.35971629;94398
US;37.12222899;-80.5602732;18249
US;37.53255773;-77.47966921;230436
US;37.27791025;-79.96189766;99143
US;37.2836193;-80.06219455;25301
US;38.15965544;-79.05979937;24932
US;36.70155394;-76.63603554;92108
US;36.73285734;-76.04566934;449974
US;38.06451466;-78.90293905;22630
US;37.28131268;-76.70905141;14954
US;39.17054517;-78.17325058;28078
US;46.98299757;-118.5601734;19983
US;46.18894415;-117.2022851;22582
US;46.23946995;-119.5120834;204390
US;47.87046092;-120.6173956;77200
US;48.04754642;-123.9226319;77331
US;45.77568046;-122.4829204;488241
US;46.29442881;-117.9051983;3985
US;46.19074721;-122.6782231;110593
US;47.7361335;-119.692937;43429
US;48.4711431;-118.5154041;7627
US;46.53351425;-118.9018212;95222
US;46.43197502;-117.5454032;2225
US;47.20753737;-119.4500749;97733
US;47.14003705;-123.7820567;75061
US;48.14713305;-122.5216407;85141
US;47.75003077;-123.5609704;32221
US;47.49137892;-121.8346131;2252782
US;47.63479026;-122.6436061;271473
US;47.12521214;-120.679439;47935
US;45.87325839;-120.7913598;22425
US;46.57756476;-122.3925769;80707
US;47.57705241;-118.4194388;10939
US;47.35007586;-123.1863685;66768
US;48.54855019;-119.7387224;42243
US;46.55418369;-123.7285716;22471
US;48.53234021;-117.2741804;13724
US;47.03892768;-122.1405958;904980
US;48.60182783;-122.96745;17582
US;48.48171488;-121.766131;129205
US;46.02408726;-121.9164403;12083
US;48.04615983;-121.7170703;822083
US;47.62113146;-117.4046494;522798
US;48.40035475;-117.8542701;45723
US;46.9291895;-122.8290656;290536
US;46.2918004;-123.4250831;4488
US;46.23040051;-118.4775539;60760
US;48.82227976;-121.7490018;229247
US;46.90022523;-117.5241763;50104
US;46.45738486;-120.7380126;250873
US;39.1307219;-80.00350858;16441
US;39.46704621;-78.02414609;119171
US;38.01974191;-81.69888019;21457
US;38.70036159;-80.72011184;13957
US;40.27367263;-80.57915332;21939
US;38.42424062;-82.23855912;91945
US;38.84315422;-81.11934872;7109
US;38.46231092;-81.07652217;8508
US;39.27057157;-80.70671527;8448
US;38.02974928;-81.08286634;42406
US;38.9251277;-80.85952723;7823
US;39.10314817;-79.19440518;11568
US;37.9463652;-80.45335881;34662
US;39.32103553;-78.60826476;23175
US;40.51943859;-80.57461608;28810
US;39.00683177;-78.85855301;13776
US;39.2853852;-80.37919577;67256
US;38.84263974;-81.68148753;28576
US;39.30776166;-77.86014147;57146
US;38.33860077;-81.52857054;178124
US;38.9947249;-80.49988181;15907
US;38.172154;-82.07017953;20409
US;37.8299889;-81.93528571;32019
US;37.38002939;-81.65083669;17624
US;39.50984542;-80.24244659;56072
US;39.86064362;-80.66591062;30531
US;38.77071799;-82.02524219;26516
US;37.40481169;-81.11023142;58758
US;39.41561583;-78.94104895;26868
US;37.73048351;-82.13338365;23424
US;39.63218457;-80.04766838;105612
US;37.56274716;-80.54577965;13275
US;39.55439028;-78.26311676;17884
US;38.29617706;-80.79759588;24496
US;40.0955451;-80.62203992;41411
US;38.68314479;-79.35084086;6969
US;39.37091679;-81.16771771;7460
US;38.32758728;-80.00993811;8247
US;39.46770987;-79.66712803;33432
US;38.50782345;-81.9082131;56450
US;37.76936795;-81.2456041;73361
US;38.769899;-79.87919615;28695
US;39.18094587;-81.06356878;9554
US;38.71622686;-81.35243568;13688
US;37.65390597;-80.86009693;12573
US;39.33602617;-80.0421439;16695
US;39.11240885;-79.57053576;6839
US;39.46811972;-80.88772676;8591
US;38.89285061;-80.23689136;24176
US;38.14901357;-82.42287994;39402
US;38.49370949;-80.4202023;8114
US;39.6065771;-80.6401654;15065
US;39.02775007;-81.37473928;5821
US;39.20967886;-81.5162836;83518
US;37.612327;-81.54511071;20394
US;43.96974651;-89.76782777;20220
US;46.31956891;-90.67837132;15562
US;45.42372701;-91.84833627;45244
US;46.52868768;-91.19716729;15036
US;44.4526553;-88.00411844;264542
US;44.37835084;-91.75332578;13031
US;45.86303537;-92.36711412;15414
US;44.0816316;-88.21780273;50089
US;45.06939744;-91.28068855;64658
US;44.73483377;-90.61207486;34774
US;43.46492199;-89.33589004;57532
US;43.23870316;-90.93073686;16131
US;43.06601594;-89.41733797;546695
US;43.41576662;-88.70928178;87839
US;44.95856458;-87.30002707;27668
US;46.43222285;-91.91595768;43150
US;44.94562799;-91.8962481;45368
US;44.726614;-91.28609183;104646
US;45.84963535;-88.39804137;4295
US;43.75354908;-88.48885325;103403
US;45.66678019;-88.77084892;9004
US;42.8671731;-90.7063218;51439
US;42.6794956;-89.60243287;36960
US;43.80025981;-89.04679553;18913
US;43.00050278;-90.13469017;23678
US;46.26302338;-90.24295041;5687
US;44.31864893;-90.80566792;20643
US;43.02054068;-88.77529134;84769
US;43.92456975;-90.11120239;26687
US;42.57639354;-88.04051686;169561
US;44.51727459;-87.61468386;20434
US;43.90632465;-91.11451093;118016
US;42.66005229;-90.1317729;16665
US;45.26271619;-89.07483625;19189
US;45.33737523;-89.73411273;27593
US;44.11946801;-87.80928853;78981
US;44.89792533;-89.75863384;135692
US;45.38553432;-88.033246;40350
US;43.81911946;-89.40073763;15574
US;45.00422544;-88.70950714;4556
US;43.00486062;-87.96733172;945726
US;43.94641218;-90.618819;46253
US;45.02715345;-88.26807503;37930
US;45.70677897;-89.51944105;35595
US;44.41578887;-88.46565023;187885
US;43.38352225;-87.94625009;89221
US;44.58307413;-91.99949611;7287
US;44.71850291;-92.4224416;42754
US;45.46130348;-92.44182875;43783
US;44.47558711;-89.50152965;70772
US;45.68051754;-90.3609888;13351
US;42.74753117;-88.05941254;196311
US;43.3762778;-90.43012729;17252
US;42.67151616;-89.071479;163354
US;45.47498854;-91.1333012;14178
US;45.03437474;-92.45000068;90687
US;43.42574087;-89.94966132;64442
US;45.87931905;-91.14504927;16558
US;44.78902246;-88.76443896;40899
US;43.72099677;-87.94579284;115340
US;45.21179252;-90.5004405;20343
US;44.30360275;-91.35893614;29649
US;43.59422667;-90.8324691;30822
US;46.05467334;-89.51719204;22195
US;42.66858202;-88.54163073;103868
US;45.89838588;-91.79050449;15720
US;43.36863664;-88.22974712;136034
US;43.01833055;-88.30431188;404198
US;44.47068056;-88.96534501;50990
US;44.11324419;-89.24317107;24443
US;44.06886922;-88.64477096;171907
US;44.45537896;-90.04158336;72999
US;41.65498705;-105.7235415;38880
US;44.52405055;-107.9960365;11790
US;44.24886082;-105.5474404;46341
US;41.69357844;-106.9326084;14800
US;42.97272268;-105.5081848;13822
US;44.58855102;-104.5697705;7584
US;43.04183996;-108.6296893;39261
US;42.08798185;-104.3534743;13211
US;43.71930657;-108.4423174;4413
US;44.04057166;-106.5845174;8445
US;41.3070252;-104.6887497;99500
US;42.26376367;-110.6563997;19830
US;42.96180148;-106.797885;79858
US;43.05607708;-104.4758896;2356
US;44.52157546;-109.5852825;29194
US;42.13299116;-104.966331;8393
US;44.79048913;-106.8862389;30485
US;42.76558279;-109.9130922;9831
US;41.65943896;-108.8827882;42343
US;43.93522482;-110.5890801;23464
US;41.2878183;-110.5475782;20226
US;43.90451606;-107.680187;7805
US;43.83961191;-104.5674881;6927
